samp 	4	1	1	1	4	8	0.67	1.5	5.33	12	0	0.67	0	0	0	0	3	1	3	1	1	-1
samp 	4	1	1	1	4	8	0.67	1.5	5.33	12	0	0.67	0	0	0	0	3	1	3	1	1	-1
samp 	2	1	1	1	4	8	0.67	1.5	5.33	12	0	0.67	0	0	0	0	3	1	3	1	1	-1
samp 	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	-1
samp 	4	1	1	1	4	8	0.67	1.5	5.33	12	0	0.67	0	0	0	0	3	1	3	1	1	-1
samp 	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	-1
samp 	4	1	1	1	4	8	0.67	1.5	5.33	12	0	0.67	0	0	0	0	3	1	3	1	1	-1
samp 	4	1	1	1	4	8	0.67	1.5	5.33	12	0	0.67	0	0	0	0	3	1	3	1	1	-1
samp 	4	1	1	1	4	8	0.67	1.5	5.33	12	0	0.67	0	0	0	0	3	1	3	1	1	-1
samp 	4	1	1	1	4	8	0.67	1.5	5.33	12	0	0.67	0	0	0	0	3	1	3	1	1	-1
samp 	4	1	1	1	4	8	0.67	1.5	5.33	12	0	0.67	0	0	0	0	3	1	3	1	1	-1
samp 	2	1	1	1	8	24	0.33	3	8	72	0.01	4	0	0	0	0	6	2	6	2	1	-1
samp 	3	1	1	1	14	44.38	0.25	4	11.09	177.52	0.01	9.86	0	0	0	0	8	1	13	1	1	-1
samp 	28	3	3	2	119	628.96	0.07	13.75	45.74	8648.24	0.21	480.46	22	0	4	0	13	26	64	55	5	-1
samp 	4	1	1	1	4	8	0.67	1.5	5.33	12	0	0.67	2	0	0	0	3	1	3	1	1	-1
samp 	2	1	1	1	7	18.09	0.5	2	9.05	36.19	0.01	2	0	0	0	0	4	2	5	2	1	-1
samp 	7	1	1	1	16	53.15	0.27	3.75	14.17	199.32	0.02	11.07	4	1	0	0	6	4	11	5	1	-1
samp 	9	2	1	1	17	58.81	0.15	6.67	8.82	392.07	0.02	21.78	7	0	0	0	8	3	12	5	3	-1
samp 	4	1	1	1	6	15.51	0.5	2	7.75	31.02	0.01	1.72	0	0	0	0	4	2	4	2	1	-1
samp 	2	1	1	1	5	11.61	0.5	2	5.8	23.22	0	1.29	0	0	0	0	4	1	4	1	1	-1
samp 	2	1	1	1	5	11.61	0.67	1.5	7.74	17.41	0	0.97	0	0	0	0	3	2	3	2	1	-1
samp 	2	1	1	1	5	11.61	0.67	1.5	7.74	17.41	0	0.97	0	0	0	0	3	2	3	2	1	-1
samp 	2	1	1	1	5	11.61	0.67	1.5	7.74	17.41	0	0.97	0	0	0	0	3	2	3	2	1	-1
samp 	27	5	4	5	63	288.85	0.07	14.7	19.65	4246.13	0.1	235.9	19	3	3	0	14	10	42	21	9	-1
samp 	2	1	1	1	5	11.61	0.67	1.5	7.74	17.41	0	0.97	0	0	0	0	3	2	3	2	1	-1
samp 	1	1	1	1	5	11.61	0.67	1.5	7.74	17.41	0	0.97	0	0	0	0	3	2	3	2	1	-1
samp 	5	2	1	1	17	68	0.22	4.5	15.11	306	0.02	17	3	0	0	0	9	7	10	7	3	-1
samp 	5	2	1	1	17	68	0.22	4.5	15.11	306	0.02	17	3	0	0	0	9	7	10	7	3	-1
samp 	5	2	1	1	17	68	0.22	4.5	15.11	306	0.02	17	3	0	0	0	9	7	10	7	3	-1
samp 	5	2	1	1	17	68	0.22	4.5	15.11	306	0.02	17	3	0	0	0	9	7	10	7	3	-1
samp 	5	2	1	1	17	68	0.22	4.5	15.11	306	0.02	17	3	0	0	0	9	7	10	7	3	-1
samp 	5	2	1	1	17	68	0.22	4.5	15.11	306	0.02	17	3	0	0	0	9	7	10	7	3	-1
samp 	4	1	1	1	5	11.61	0.67	1.5	7.74	17.41	0	0.97	0	0	0	0	3	2	3	2	1	-1
samp 	4	1	1	1	5	11.61	0.67	1.5	7.74	17.41	0	0.97	0	0	0	0	3	2	3	2	1	-1
samp 	1	1	1	1	5	11.61	0.67	1.5	7.74	17.41	0	0.97	0	0	0	0	3	2	3	2	1	-1
samp 	35	6	3	5	125	630.55	0.05	21.37	29.51	13473.84	0.21	748.55	32	0	1	0	14	19	67	58	11	-1
samp 	8	1	1	1	9	25.27	0.67	1.5	16.84	37.9	0.01	2.11	3	0	0	0	3	4	5	4	1	-1
samp 	10	2	1	2	11	34.87	0.25	4	8.72	139.48	0.01	7.75	5	0	0	0	6	3	7	4	3	-1
samp 	2	1	1	1	5	11.61	0.67	1.5	7.74	17.41	0	0.97	0	0	0	0	3	2	3	2	1	-1
samp 	5	2	1	1	17	68	0.22	4.5	15.11	306	0.02	17	3	0	0	0	9	7	10	7	3	-1
samp 	5	2	1	1	17	68	0.22	4.5	15.11	306	0.02	17	3	0	0	0	9	7	10	7	3	-1
samp 	5	2	1	1	17	68	0.22	4.5	15.11	306	0.02	17	3	0	0	0	9	7	10	7	3	-1
samp 	5	2	1	1	17	68	0.22	4.5	15.11	306	0.02	17	3	0	0	0	9	7	10	7	3	-1
samp 	2	1	1	1	5	11.61	0.67	1.5	7.74	17.41	0	0.97	0	0	0	0	3	2	3	2	1	-1
samp 	2	1	1	1	5	11.61	0.67	1.5	7.74	17.41	0	0.97	0	0	0	0	3	2	3	2	1	-1
samp 	2	1	1	1	5	11.61	0.67	1.5	7.74	17.41	0	0.97	0	0	0	0	3	2	3	2	1	-1
samp 	2	1	1	1	8	22.46	0.5	2	11.23	44.92	0.01	2.5	0	0	0	0	4	3	5	3	1	-1
samp 	4	1	1	1	5	11.61	0.67	1.5	7.74	17.41	0	0.97	0	0	0	0	3	2	3	2	1	-1
samp 	4	1	1	1	5	11.61	0.67	1.5	7.74	17.41	0	0.97	0	0	0	0	3	2	3	2	1	-1
samp 	16	2	1	2	20	76.15	0.19	5.33	14.28	406.12	0.03	22.56	8	0	1	0	8	6	12	8	3	-1
samp 	18	1	1	1	45	203.56	0.12	8.25	24.67	1679.37	0.07	93.3	12	0	1	0	11	12	27	18	1	-1
samp 	7	1	1	1	17	58.81	0.44	2.29	25.73	134.42	0.02	7.47	5	0	0	0	4	7	9	8	1	-1
samp 	2	1	1	1	5	11.61	0.67	1.5	7.74	17.41	0	0.97	0	0	0	0	3	2	3	2	1	-1
samp 	2	1	1	1	4	8	0.67	1.5	5.33	12	0	0.67	0	0	0	0	3	1	3	1	1	-1
samp 	2	1	1	1	5	11.61	0.67	1.5	7.74	17.41	0	0.97	0	0	0	0	3	2	3	2	1	-1
samp 	2	1	1	1	5	11.61	0.67	1.5	7.74	17.41	0	0.97	0	0	0	0	3	2	3	2	1	-1
samp 	10	2	1	2	22	78.87	0.24	4.2	18.78	331.25	0.03	18.4	8	0	0	0	7	5	16	6	3	-1
samp 	5	1	1	1	6	15.51	0.5	2	7.75	31.02	0.01	1.72	2	0	1	0	4	2	4	2	1	-1
samp 	3	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	-1
samp 	3	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	-1
samp 	3	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	-1
samp 	3	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	-1
samp 	3	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	-1
samp 	3	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	-1
samp 	3	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	-1
samp 	3	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	-1
samp 	3	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	-1
samp 	13	3	1	3	23	85.11	0.16	6.4	13.3	544.7	0.03	30.26	10	1	0	0	8	5	15	8	5	-1
samp 	27	6	1	2	64	300.83	0.04	22.4	13.43	6738.55	0.1	374.36	19	5	0	0	16	10	36	28	11	-1
samp 	43	4	1	2	111	590.73	0.1	9.63	61.35	5688.55	0.2	316.03	25	2	3	0	13	27	71	40	7	-1
samp 	9	1	1	1	20	76.15	0.21	4.67	16.32	355.35	0.03	19.74	6	0	0	0	8	6	13	7	1	-1
samp 	23	1	1	1	69	331.71	0.18	5.6	59.23	1857.56	0.11	103.2	13	0	0	0	8	20	41	28	1	-1
samp 	25	4	1	3	64	293.44	0.11	8.93	32.87	2619.98	0.1	145.55	21	1	1	0	10	14	39	25	7	-1
samp 	4	1	1	1	5	11.61	0.5	2	5.8	23.22	0	1.29	2	0	0	0	4	1	4	1	1	-1
samp 	4	1	1	1	5	11.61	0.5	2	5.8	23.22	0	1.29	2	0	0	0	4	1	4	1	1	-1
samp 	4	1	1	1	8	22.46	0.33	3	7.49	67.38	0.01	3.74	2	0	0	0	6	1	7	1	1	-1
samp 	11	1	1	1	25	100	0.2	5	20	500	0.03	27.78	7	0	0	0	8	8	15	10	1	-1
samp 	4	1	1	1	5	11.61	0.67	1.5	7.74	17.41	0	0.97	2	0	0	0	3	2	3	2	1	-1
samp 	74	6	5	6	155	781.88	0.05	18.79	41.61	14691.13	0.26	816.17	54	7	7	4	14	19	104	51	11	-1
samp 	44	4	1	4	99	490.47	0.08	12.63	38.83	6195.35	0.16	344.19	38	0	3	0	12	19	59	40	7	-1
samp 	20	1	1	1	62	291.43	0.18	5.56	52.46	1619.04	0.1	89.95	12	0	0	0	8	18	37	25	1	-1
samp 	13	1	1	1	20	78.14	0.33	3	26.05	234.41	0.03	13.02	9	0	0	0	6	9	11	9	1	-1
samp 	5	1	1	1	7	19.65	0.5	2	9.83	39.3	0.01	2.18	3	0	0	0	4	3	4	3	1	-1
samp 	19	2	1	1	22	85.95	0.11	9	9.55	773.56	0.03	42.98	8	5	3	0	10	5	13	9	3	-1
samp 	9	1	1	1	11	34.87	0.32	3.12	11.16	108.97	0.01	6.05	4	2	0	0	5	4	6	5	1	-1
samp 	19	2	1	1	23	92	0.1	9.9	9.29	910.8	0.03	50.6	8	5	3	0	11	5	14	9	3	-1
samp 	46	4	1	4	97	485	0.09	11.4	42.54	5529	0.16	307.17	38	0	3	0	12	20	59	38	7	-1
samp 	68	9	8	9	191	1029.93	0.04	24.14	42.66	24862.57	0.34	1381.25	49	7	10	0	17	25	120	71	17	-1
samp 	20	1	1	1	62	291.43	0.18	5.56	52.46	1619.04	0.1	89.95	12	0	0	0	8	18	37	25	1	-1
samp 	14	1	1	1	20	78.14	0.33	3	26.05	234.41	0.03	13.02	9	0	0	0	6	9	11	9	1	-1
samp 	5	1	1	1	7	19.65	0.5	2	9.83	39.3	0.01	2.18	3	0	0	0	4	3	4	3	1	-1
samp 	22	1	1	1	69	331.71	0.18	5.6	59.23	1857.56	0.11	103.2	13	0	0	0	8	20	41	28	1	-1
samp 	16	1	1	1	22	88	0.33	3	29.33	264	0.03	14.67	10	0	0	0	6	10	12	10	1	-1
samp 	5	1	1	1	7	19.65	0.5	2	9.83	39.3	0.01	2.18	3	0	0	0	4	3	4	3	1	-1
samp 	41	3	1	3	92	446.93	0.09	11.61	38.49	5189.4	0.15	288.3	34	0	4	0	11	18	54	38	5	-1
samp 	14	1	1	1	26	106.27	0.2	4.89	21.74	519.55	0.04	28.86	8	0	0	0	8	9	15	11	1	-1
samp 	10	1	1	1	17	64.73	0.33	3	21.58	194.18	0.02	10.79	6	0	0	0	6	8	9	8	1	-1
samp 	44	4	1	4	101	505	0.08	12	42.08	6060	0.17	336.67	38	0	3	0	12	20	61	40	7	-1
samp 	34	2	1	2	56	245.97	0.09	11	22.36	2705.67	0.08	150.31	17	6	9	0	11	10	36	20	3	-1
samp 	7	1	1	1	15	51.89	0.23	4.38	11.86	227.03	0.02	12.61	4	0	1	0	7	4	10	5	1	-1
samp 	5	1	1	1	13	44.97	0.33	3	14.99	134.92	0.01	7.5	3	0	0	0	6	5	8	5	1	-1
samp 	7	1	1	1	15	51.89	0.23	4.38	11.86	227.03	0.02	12.61	4	0	1	0	7	4	10	5	1	-1
samp 	20	1	1	1	62	291.43	0.18	5.56	52.46	1619.04	0.1	89.95	12	0	0	0	8	18	37	25	1	-1
samp 	9	1	1	1	20	78.14	0.33	3	26.05	234.41	0.03	13.02	4	0	1	0	6	9	11	9	1	-1
samp 	5	1	1	1	7	19.65	0.5	2	9.83	39.3	0.01	2.18	3	0	0	0	4	3	4	3	1	-1
samp 	74	9	7	6	177	1036.85	0.05	18.76	55.28	19447.82	0.35	1080.43	58	5	6	0	19	39	100	77	17	-1
samp 	25	3	1	2	50	226.18	0.1	10.08	22.43	2280.63	0.08	126.7	17	1	2	0	11	12	28	22	5	-1
samp 	82	7	1	6	218	1303.05	0.05	21.63	60.25	28182.18	0.43	1565.68	62	10	8	0	20	43	125	93	13	-1
samp 	12	1	1	1	25	100	0.2	5	20	500	0.03	27.78	7	0	0	0	8	8	15	10	1	-1
samp 	13	1	1	1	34	141.78	0.19	5.2	27.26	737.24	0.05	40.96	8	0	0	0	8	10	21	13	1	-1
samp 	15	2	1	2	28	109.39	0.16	6.29	17.4	687.61	0.04	38.2	10	1	2	0	8	7	17	11	3	-1
samp 	22	1	1	1	6	15.51	0.5	2	7.75	31.02	0.01	1.72	2	17	1	0	4	2	4	2	1	-1
samp 	27	2	1	2	35	153.73	0.07	15	10.25	2305.97	0.05	128.11	12	12	0	0	14	7	20	15	3	-1
samp 	34	3	1	3	67	311.14	0.09	11.54	26.97	3590.06	0.1	199.45	24	6	1	1	12	13	42	25	5	-1
samp 	44	4	1	4	103	536.57	0.1	9.84	54.53	5279.89	0.18	293.33	38	0	1	0	12	25	62	41	7	-1
samp 	7	1	1	1	13	44.97	0.33	3	14.99	134.92	0.01	7.5	3	0	0	0	6	5	8	5	1	-1
samp 	8	1	1	1	15	51.89	0.19	5.25	9.88	272.43	0.02	15.14	5	0	0	0	7	4	9	6	1	-1
samp 	102	13	10	11	304	1899.37	0.03	28.86	65.81	54815.82	0.63	3045.32	85	3	6	5	26	50	193	111	25	-1
samp 	9	1	1	1	18	68.53	0.21	4.67	14.69	319.82	0.02	17.77	6	0	0	0	8	6	11	7	1	-1
samp 	13	2	1	2	21	75.28	0.14	7	10.75	526.99	0.03	29.28	9	0	2	0	8	4	14	7	3	-1
samp 	40	5	1	4	81	412.08	0.1	9.55	43.17	3933.53	0.14	218.53	30	0	1	0	12	22	46	35	9	-1
samp 	5	1	1	1	11	34.87	0.5	2	17.43	69.74	0.01	3.87	4	0	0	0	4	5	6	5	1	-1
samp 	5	1	1	1	3	4.75	2	0.5	9.51	2.38	0	0.13	3	0	0	0	1	2	1	2	1	-1
samp 	6	1	1	1	3	4.75	2	0.5	9.51	2.38	0	0.13	3	0	0	0	1	2	1	2	1	-1
samp 	39	5	5	5	132	677.07	0.09	11.22	60.36	7594.91	0.23	421.94	33	3	1	0	12	23	89	43	9	-1
samp 	3	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	-1
samp 	3	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	-1
samp 	3	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	-1
samp 	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1
samp 	34	1	1	1	90	465.29	0.23	4.34	107.09	2021.62	0.16	112.31	30	2	1	0	7	29	54	36	1	-1
samp 	3	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	-1
samp 	8	1	1	1	21	66.57	0.4	2.5	26.63	166.42	0.02	9.25	7	0	0	0	3	6	11	10	1	-1
samp 	8	1	1	1	22	76.11	0.35	2.86	26.64	217.45	0.03	12.08	7	0	0	0	4	7	12	10	1	-1
samp 	39	3	1	3	71	341.32	0.07	13.43	25.41	4585.09	0.11	254.73	26	4	5	0	13	15	40	31	5	-1
samp 	34	3	1	3	73	339	0.07	15.23	22.26	5163.25	0.11	286.85	24	5	1	1	12	13	40	33	5	-1
samp 	4	1	1	1	5	11.61	0.5	2	5.8	23.22	0	1.29	2	0	0	0	4	1	4	1	1	-1
samp 	6	1	1	1	11	36.54	0.33	3	12.18	109.62	0.01	6.09	3	0	0	0	6	4	7	4	1	-1
samp 	24	4	3	2	43	191.76	0.13	8	23.97	1534.04	0.06	85.22	18	0	2	0	11	11	27	16	7	-1
samp 	6	1	1	1	9	28.53	0.33	3	9.51	85.59	0.01	4.75	3	0	0	0	6	3	6	3	1	-1
samp 	8	1	1	1	22	81.41	0.21	4.67	17.44	379.91	0.03	21.11	5	0	0	0	7	6	14	8	1	-1
samp 	6	1	1	1	11	36.54	0.4	2.5	14.62	91.35	0.01	5.08	3	0	0	0	5	5	6	5	1	-1
samp 	12	1	1	1	25	100	0.2	5	20	500	0.03	27.78	7	0	0	0	8	8	15	10	1	-1
samp 	4	1	1	1	5	11.61	0.5	2	5.8	23.22	0	1.29	2	0	0	0	4	1	4	1	1	-1
samp 	7	1	1	1	8	24	0.33	3	8	72	0.01	4	3	1	1	0	6	2	6	2	1	-1
samp 	4	1	1	1	6	15.51	0.5	2	7.75	31.02	0.01	1.72	2	0	0	0	4	2	4	2	1	-1
samp 	4	1	1	1	5	11.61	0.5	2	5.8	23.22	0	1.29	2	0	0	0	4	1	4	1	1	-1
samp 	4	1	1	1	6	15.51	0.5	2	7.75	31.02	0.01	1.72	2	0	0	0	4	2	4	2	1	-1
samp 	4	1	1	1	5	11.61	0.5	2	5.8	23.22	0	1.29	2	0	0	0	4	1	4	1	1	-1
samp 	4	1	1	1	5	11.61	0.5	2	5.8	23.22	0	1.29	2	0	0	0	4	1	4	1	1	-1
samp 	7	1	1	1	14	50.19	0.29	3.5	14.34	175.66	0.02	9.76	4	0	0	0	7	5	9	5	1	-1
samp 	6	1	1	1	10	31.7	0.33	3	10.57	95.1	0.01	5.28	4	0	0	0	6	3	7	3	1	-1
samp 	6	1	1	1	14	50.19	0.29	3.5	14.34	175.66	0.02	9.76	4	0	0	0	7	5	9	5	1	-1
samp 	6	1	1	1	10	31.7	0.33	3	10.57	95.1	0.01	5.28	4	0	0	0	6	3	7	3	1	-1
samp 	1	1	1	1	4	8	0.67	1.5	5.33	12	0	0.67	0	0	0	0	3	1	3	1	1	-1
samp 	2	1	1	1	4	8	0.67	1.5	5.33	12	0	0.67	0	0	0	0	3	1	3	1	1	-1
samp 	4	1	1	1	8	22.46	0.33	3	7.49	67.38	0.01	3.74	2	0	0	0	6	1	7	1	1	-1
samp 	1	1	1	1	4	8	0.67	1.5	5.33	12	0	0.67	0	0	0	0	3	1	3	1	1	-1
